#
# U.S. Geological Survey
# National Water Information System
# Retrieved: 2022-10-03 18:36:03 EDT      (sdww02)
#
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Further Descriptions of the parameter_cd column can be found at:
# https://waterdata.usgs.gov/nwis/pmcodes
# Further Descriptions of codes in the result_cd column can be found at:
# https://waterdata.usgs.gov/nwis/help?codes_help#surface_water
#
# This information includes the following fields:
#
#  agency_cd    Agency Code
#  station_nm   Station Name
#  site_no      USGS station number
#  ts_id        TimeSeries ID
#  parameter_cd Parameter Code
#  result_dt    Date that the result was taken
#  result_tz_cd Time datum
#  result_va    Current value
#  result_cd    Code to show data quality
#  result_md    Date the result was modified in the NWIS database
#
agency_cd	site_no	station_nm	ts_id	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	02234991	SANLANDO SPRINGS NR LONGWOOD, FL	267692	00060	2022-09-28 22:15:00	EST	46.6		2022-09-28 23:45:03
USGS	02235000	WEKIVA RIVER NEAR SANFORD, FL	30587	00060	2022-10-03 17:30:00	EDT	1920		2022-10-03 17:38:43
USGS	02235200	BLACKWATER CREEK NEAR CASSIA, FL	30591	00060	2022-10-03 18:15:00	EDT	1140		2022-10-03 18:24:45
USGS	02235500	BLUE SPRINGS NEAR ORANGE CITY, FL	30601	00060	2022-10-03 17:15:00	EDT	190		2022-10-03 17:37:53
USGS	02236000	ST. JOHNS RIVER NEAR DE LAND, FL	169458	00060	2022-10-03 17:30:00	EDT	15500		2022-10-03 17:44:54
USGS	02236125	ST. JOHNS RIVER AT ASTOR, FL	30618	00060	2022-10-03 17:30:00	EDT	14800		2022-10-03 17:45:13
USGS	02236160	SILVER GLEN SPRINGS NEAR ASTOR, FL	224452	00060	2022-09-17 16:30:00	EDT	107		2022-09-18 00:55:24
USGS	02236350	GREEN SWAMP RUN NEAR EVA, FL	30631	00060	2022-10-03 18:15:00	EDT	295		2022-10-03 18:24:45
USGS	02236500	BIG CREEK NEAR CLERMONT, FL	30634	00060	2022-10-03 18:15:00	EDT	272		2022-10-03 18:21:53
USGS	02236605	LITTLE CREEK AT GREEN SWAMP ROAD NEAR CLERMONT, FL	30638	00060	2022-10-03 17:45:00	EDT	153		2022-10-03 17:54:45
USGS	02236900	PALATLAKAHA R AT CHERRY LK OUT NEAR GROVELAND, FL	169649	00060	2022-10-03 17:30:00	EDT	3.66		2022-10-03 17:41:43
USGS	02237293	PALATLAKAHA R AT STRUCTURE M-1, NR OKAHUMPKA, FL	30667	00060	2022-10-03 17:30:00	EDT	42.5		2022-10-03 17:39:56
USGS	02237700	APOPKA-BEAUCLAIR CANAL NEAR ASTATULA, FL	30683	00060	2022-10-03 18:30:00	EDT	3.64		2022-10-03 18:36:03
USGS	02237734	WOLF BRANCH AT FCRR NEAR MOUNT DORA, FL	30690	00060	2022-10-03 18:30:00	EDT	32.1		2022-10-03 18:32:53
USGS	02238000	HAYNES CREEK AT LISBON, FL	227586	00060	2022-10-03 17:30:00	EDT	577		2022-10-03 17:42:03
USGS	02239000	OCKLAWAHA RIVER NR OCALA,FLA.	169461	00060	2022-10-03 17:30:00	EDT	416		2022-10-03 17:38:53
USGS	02239501	SILVER RIVER NEAR OCALA, FL	30725	00060	2022-10-03 17:30:00	EDT	675		2022-10-03 17:41:03
USGS	02240000	OCKLAWAHA RIVER NEAR CONNER, FL	30733	00060	2022-10-03 17:30:00	EDT	1560		2022-10-03 17:46:44
USGS	02240500	OCKLAWAHA RIVER AT EUREKA, FL	169464	00060	2022-10-03 18:15:00	EDT	2230		2022-10-03 18:34:43
USGS	02243000	ORANGE CREEK AT ORANGE SPRINGS, FL	30743	00060	2022-10-03 18:15:00	EDT	162		2022-10-03 18:21:53
USGS	02243960	OCKLAWAHA R AT RODMAN DAM NEAR ORANGE SPRINGS, FL	171281	00060	2022-10-03 18:00:00	EDT	978		2022-10-03 18:17:54
USGS	02244040	ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL	169465	00060	2022-10-03 18:15:00	EDT	26900		2022-10-03 18:31:04
USGS	02244333	HAW CREEK AB RUSSELLS LANDING NR ST JOHNS PARK FL	169466	00060	2022-10-03 17:30:00	EDT	2820		2022-10-03 17:38:04
USGS	02244440	DUNNS CREEK NEAR SATSUMA, FL	169467	00060	2022-10-03 18:00:00	EDT	9730		2022-10-03 18:12:55
USGS	02245260	DEEP CREEK AT SPUDS, FL	169468	00060	2022-10-03 17:45:00	EDT	94.3		2022-10-03 17:52:16
USGS	02245500	SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL	30782	00060	2022-10-03 17:30:00	EDT	150		2022-10-03 17:38:43
USGS	02246000	NORTH FORK BLACK CREEK NEAR MIDDLEBURG, FL	30787	00060	2022-10-03 18:00:00	EDT	78.7		2022-10-03 18:17:54
USGS	02246160	JULINGTON CRK AT OLD ST AUGUST RD NR BAYARD, FL	169470	00060	2022-10-03 18:15:00	EDT	-179		2022-10-03 18:32:53
USGS	022462002	DURBIN CREEK NEAR FRUIT COVE, FL	169471	00060	2022-10-03 18:15:00	EDT	-86.2		2022-10-03 18:34:54
USGS	02246318	ORTEGA RIVER AT KIRWIN ROAD NEAR JACKSONVILLE,FL	163884	00060	2022-10-03 17:30:00	EDT	30.0		2022-10-03 17:47:44
USGS	02246459	CEDAR RIVER AT SAN JUAN AVENUE AT JACKSONVILLE, FL	167967	00060	2022-10-03 18:00:00	EDT	-14.0		2022-10-03 18:07:03
USGS	02246500	ST. JOHNS RIVER AT JACKSONVILLE, FL	169473	00060	2022-10-03 18:00:00	EDT	-146000		2022-10-03 18:17:54
USGS	02246515	POTTSBURG CREEK NR SOUTH JACKSONVILLE, FLA.	163882	00060	2022-10-03 17:30:00	EDT	29.8		2022-10-03 17:47:55
USGS	02246518	POTTSBURG CRK AT US90 NR S. JACKSONVILLE, FL	169474	00060	2022-10-03 17:30:00	EDT	-63.5		2022-10-03 17:42:53
USGS	02246621	TROUT R NR JACKSONVILLE FLA	169475	00060	2022-10-03 18:15:00	EDT	3410		2022-10-03 18:33:44
USGS	02246751	BROWARD RIVER BL BISCAYNE BLVD NR JACKSONVILLE, FL	169476	00060	2022-10-03 18:15:00	EDT	-190		2022-10-03 18:25:54
USGS	02246804	DUNN CREEK AT DUNN CREEK RD NR EASTPORT, FL	30843	00060	2022-10-03 18:15:00	EDT	179		2022-10-03 18:21:53
USGS	02246825	CLAPBOARD CREEK NR JACKSONVILLE, FL	168346	00060	2022-10-03 17:30:00	EDT	1320		2022-10-03 17:42:53
USGS	02247222	PELLICER CREEK NEAR ESPANOLA, FL	30853	00060	2022-10-03 18:30:00	EDT	-47.1		2022-10-03 18:34:54
USGS	02247510	TOMOKA RIVER NEAR HOLLY HILL, FL	30861	00060	2022-10-03 18:30:00	EDT	614		2022-10-03 18:34:02
USGS	02248000	SPRUCE CREEK NEAR SAMSULA, FL	30869	00060	2022-10-03 18:30:00	EDT	963		2022-10-03 18:34:02
USGS	02248380	HAULOVER CANAL NEAR MIMS,FL	169483	00060	2022-10-03 17:45:00	EDT	-6300		2022-10-03 17:54:45
USGS	02249007	EAU GALLIE RIV AT HEATHER GLEN CIR AT MELBOURNE FL	30912	00060	2022-10-03 18:15:00	EDT	16.8		2022-10-03 18:24:04
USGS	02249500	CRANE CREEK AT MELBOURNE, FL	30915	00060	2022-10-03 18:15:00	EDT	51.5		2022-10-03 18:26:03
USGS	02250030	TURKEY CREEK AT PALM BAY, FL	220699	00060	2022-10-03 17:30:00	EDT	315		2022-10-03 17:54:02
USGS	02251000	SOUTH PRONG ST SEBASTIAN RIVER NEAR SEBASTIAN,FL	169485	00060	2022-10-03 17:30:00	EDT	300		2022-10-03 17:40:03
USGS	02251500	NORTH PRONG SAINT SEBASTIAN RIVER NEAR MICCO, FL	30932	00060	2022-10-03 17:30:00	EDT	205		2022-10-03 17:39:56
USGS	02251767	FELLSMERE CANAL NEAR MICCO, FL	30936	00060	2022-10-03 18:30:00	EDT	292		2022-10-03 18:34:43
USGS	02252500	NORTH CANAL NEAR VERO BEACH, FL	30943	00060	2022-10-03 17:45:00	EDT	81.7		2022-10-03 17:53:55
USGS	02253000	MAIN CANAL AT VERO BEACH, FL	30947	00060	2022-10-03 18:00:00	EDT	164		2022-10-03 18:20:54
USGS	02253500	SOUTH CANAL NEAR VERO BEACH, FL	30954	00060	2022-10-03 17:30:00	EDT	74.5		2022-10-03 18:34:43
USGS	02255600	FISHEATING CREEK NEAR LAKE PLACID,FL	30959	00060	2022-10-03 17:45:00	EDT	449		2022-10-03 17:51:55
USGS	02256500	FISHEATING CREEK AT PALMDALE, FL	30961	00060	2022-10-03 18:00:00	EDT	2980		2022-10-03 18:04:53
USGS	02257000	FISHEATING CREEK AT LAKEPORT, FL	30967	00060	2022-10-03 17:45:00	EDT	2910		2022-10-03 17:58:03
USGS	02257750	HARNEY POND CANAL 2.4 MILES BL S70 NR LAKEPORT, FL	231595	00060	2022-10-03 17:45:00	EDT	1090		2022-10-03 18:08:14
USGS	02257790	HARNEY POND CANAL ABOVE S-71 NR LAKEPORT, FL	231598	00060	2022-10-03 17:15:00	EDT	1200		2022-10-03 17:41:04
USGS	02258800	INDIAN PRAIRIE CANAL AB PUMP STA NR OKEECHOBEE, FL	231590	00060	2022-10-03 17:30:00	EDT	278		2022-10-03 17:52:16
USGS	02259100	INDIAN PRAIRIE CANAL ABOVE S-72 NR OKEECHOBEE, FL	231606	00060	2022-10-03 17:30:00	EDT	Fld		2022-10-03 17:54:02
USGS	02262900	BOGGY CREEK NEAR TAFT, FL	30970	00060	2022-09-29 05:45:00	EDT	Fld		2022-10-02 11:48:56
USGS	02263800	SHINGLE CREEK AT AIRPORT NEAR KISSIMMEE, FL	30973	00060	2022-10-03 17:30:00	EDT	2410		2022-10-03 17:37:53
USGS	02263869	SOUTH LAKE OUTLET AT S-15, NEAR VINELAND, FL	30980	00060	2022-10-03 17:45:00	EDT	15.8		2022-10-03 18:00:53
USGS	02264000	CYPRESS CREEK AT VINELAND, FL	30989	00060	2022-10-03 18:00:00	EDT	162		2022-10-03 18:16:54
USGS	02264003	CYPRESS CREEK CANAL AT S-103A NEAR VINELAND, FL	30996	00060	2022-09-28 21:45:00	EDT	Rat		2022-10-02 15:38:15
USGS	02264030	LK BUENA VIS TR AT HOTEL PL BLVD AT LK BUENA VISTA	31003	00060	2022-10-03 18:30:00	EDT	2.02		2022-10-03 18:34:43
USGS	02264051	BLACK LK OUTLET AT S-101A, AT LAKE BUENA VISTA, FL	31006	00060	2022-10-03 18:00:00	EDT	6.61		2022-10-03 18:16:54
USGS	02264060	LATERAL 101 AT S-101, NEAR LAKE BUENA VISTA, FL	31009	00060	2022-10-03 18:00:00	EDT	175		2022-10-03 18:16:54
USGS	02264100	BONNET CREEK NEAR VINELAND, FL	31013	00060	2022-10-03 18:00:00	EDT	354		2022-10-03 18:16:54
USGS	02264141	BONNET CREEK BELOW CULVERTS NEAR KISSIMMEE, FL	316808	00060	2022-10-03 18:15:00	EDT	264		2022-10-03 18:26:03
USGS	02264495	SHINGLE CREEK AT CAMPBELL, FL	31026	00060	2022-09-29 09:45:00	EDT	Rat		2022-10-02 15:41:13
USGS	02266025	REEDY CREEK AT S-46 NEAR VINELAND, FL	31031	00060	2022-10-03 18:00:00	EDT	247		2022-10-03 18:16:54
USGS	02266200	WHITTENHORSE CREEK NEAR VINELAND, FL	31037	00060	2022-10-03 18:30:00	EDT	196		2022-10-03 18:34:43
USGS	02266205	WHITTENHORSE CREEK AT S-411, NEAR VINELAND, FL	31044	00060	2022-09-30 18:00:00	EDT	Rat		2022-10-02 15:39:03
USGS	02266291	LATERAL 405 AT S-405A, NEAR DOCTOR PHILLIPS, FL	31051	00060	2022-10-03 18:00:00	EDT	55.4		2022-10-03 18:15:54
USGS	02266293	10B LATERAL 405 AB S-405 NEAR VINELAND, FLA	31058	00060	2022-10-03 17:30:00	EDT	Rat		2022-10-03 17:52:55
USGS	02266295	LATERAL 410 AT S-410 NEAR VINELAND, FL	31063	00060	2022-09-30 11:15:00	EDT	***		2022-10-02 12:13:14
USGS	02266300	REEDY CREEK NEAR VINELAND, FL	31070	00060	2022-10-03 17:45:00	EDT	542		2022-10-03 17:47:44
USGS	02266480	DAVENPORT CREEK NEAR LOUGHMAN, FL	31075	00060	2022-10-03 17:45:00	EDT	230		2022-10-03 17:56:54
USGS	02266496	REEDY CREEK BELOW S-40, NEAR LOUGHMAN, FL	31084	00060	2022-10-03 18:30:00	EDT	2350		2022-10-03 18:34:43
USGS	02266500	REEDY CREEK NEAR LOUGHMAN, FL	31086	00060	2022-10-03 16:45:00	EST	Rat		2022-10-03 17:54:54
USGS	02268390	TIGER CREEK NEAR BABSON PARK FL	167155	00060	2022-10-03 18:30:00	EDT	295		2022-10-03 18:36:03
USGS	02269520	LIVINGSTON CREEK NEAR FROSTPROOF FL	167158	00060	2022-10-03 17:45:00	EDT	1030		2022-10-03 17:47:55
USGS	02270000	CARTER CREEK NEAR SEBRING FL	31101	00060	2022-10-03 18:15:00	EDT	149		2022-10-03 18:20:54
USGS	02270500	ARBUCKLE CREEK NEAR DE SOTO CITY, FL	169489	00060	2022-10-03 18:15:00	EDT	Rat		2022-10-03 18:23:12
USGS	02271500	JOSEPHINE CREEK NEAR DE SOTO CITY FL	31108	00060	2022-10-03 18:00:00	EDT	732		2022-10-03 18:10:54
USGS	02272650	FISH SLOUGH NEAR BASINGER, FL	31112	00060	2022-10-03 17:45:00	EDT	54.7		2022-10-03 17:53:55
USGS	02272676	CYPRESS SLOUGH NEAR BASINGER, FL	31115	00060	2022-10-03 17:45:00	EDT	254		2022-10-03 17:53:55
USGS	02273230	C-41 CANAL NEAR BRIGHTON, FL	31118	00060	2022-10-03 16:30:00	EDT	1080		2022-10-03 16:40:45
USGS	02273630	POPASH SLOUGH NEAR OKEECHOBEE, FL	31122	00060	2022-10-03 17:45:00	EDT	9.75		2022-10-03 17:54:02
USGS	02274010	TAYLOR CREEK NEAR OKEECHOBEE, FL	31127	00060	2022-10-03 17:45:00	EDT	112		2022-10-03 17:52:55
USGS	02274325	TAYLOR CREEK AT GRASSY ISLAND NR OKEECHOBEE, FL	169492	00060	2022-10-03 17:45:00	EDT	105		2022-10-03 17:52:55
USGS	02274490	WILLIAMSON DITCH NEAR OKEECHOBEE, FL	31134	00060	2022-10-03 17:45:00	EDT	108		2022-10-03 17:53:55
USGS	02274505	WOLFF CREEK NR OKEECHOBEE,FL	31137	00060	2022-10-03 17:45:00	EDT	4.34		2022-10-03 17:52:55
USGS	02275197	MOSQUITO CREEK NEAR OKEECHOBEE, FL	31139	00060	2022-10-03 17:45:00	EDT	124		2022-10-03 17:53:55
USGS	02276877	ST. LUCIE CANAL BLW S-308, NR PORT MAYACA (AUX) FL	169493	00060	2022-10-03 17:45:00	EDT	43.8		2022-10-03 17:53:55
USGS	02276998	ST LUCIE CANAL ABV S-80 NR STUART FL	189646	00060	2022-10-03 17:45:00	EDT	-114		2022-10-03 18:01:54
USGS	02277600	LOXAHATCHEE RIVER NEAR JUPITER,FL	31166	00060	2022-10-03 17:30:00	EDT	260		2022-10-03 17:42:53
USGS	02280500	HILLSBORO CANAL BELOW S351 NR SOUTH BAY FLA	31174	00060	2022-10-03 18:15:00	EDT	177		2022-10-03 18:30:04
USGS	02283500	N NEW RIVER CANAL BELOW S351 NR SOUTH  BAY FLA	169496	00060	2022-10-03 18:15:00	EDT	-206		2022-10-03 18:30:04
USGS	02286400	MIAMI CANAL AT S-354 AND S-3 AT LAKE HARBOR, FLA	31195	00060	2022-10-03 18:15:00	EDT	-773		2022-10-03 18:29:53
USGS	02287497	N.W. WELLFIELD CANAL NR DADE BROWARD LEVEE NR PENN	31202	00060	2022-10-03 17:45:00	EDT	9.74		2022-10-03 18:01:02
USGS	02288800	TAMIAMI CANAL OUTLETS, MONROE TO CARNESTOWN, FLA	31207	00060	2022-10-03 18:15:00	EDT	2750		2022-10-03 18:23:45
USGS	02288900	TAMIAMI CANAL OUTLETS, 40-MILE BEND TO MONROE, FL	31211	00060	2022-10-03 17:45:00	EDT	1840		2022-10-03 18:00:53
USGS	02289019	TAMIAMI CANAL AT S-12-B  NR MIAMI, FL	222582	00060	2022-10-03 17:45:00	EDT	233		2022-10-03 17:54:54
USGS	02289035	THREE MILE CANAL BELOW G409 NEAR CLEWISTON, FL	169498	00060	2022-10-03 18:15:00	EDT	-6.25		2022-10-03 18:31:55
USGS	02289041	TAMIAMI CANAL BELOW S-12-C, NEARMIAMI, FLA	223064	00060	2022-10-03 17:45:00	EDT	551		2022-10-03 17:54:54
USGS	02289054	TAMIAMI CANAL WEST END 2.6 MILE BRIDGE NR MIAMI FL	272989	00060	2022-10-03 17:30:00	EDT	343		2022-10-03 17:42:03
USGS	02289056	TAMIAMI CANAL EAST END 2.6 MILE BRIDGE NR MIAMI FL	272990	00060	2022-10-03 17:30:00	EDT	30.8		2022-10-03 17:42:03
USGS	02289060	TAMIAMI CANAL OUTLETS L-30 TO L-67A NR MIAMI, FL	31249	00060	2022-10-03 17:45:00	EDT	Rat		2022-10-03 18:00:53
USGS	02289080	TAMIAMI CANAL WEST END 1 MILE BRIDGE NR MIAMI, FL	169499	00060	2022-10-03 17:30:00	EDT	-117		2022-10-03 17:50:43
USGS	02289085	TAMIAMI CANAL EAST END 1 MILE BRIDGE NR MIAMI, FL	162924	00060	2022-10-03 17:45:00	EDT	-352		2022-10-03 17:50:43
USGS	02289500	TAMIAMI CANAL NEAR CORAL GABLES, FL	169501	00060	2022-10-03 18:00:00	EDT	359		2022-10-03 18:16:15
USGS	022907085	BLACK CREEK CANAL WEST OF U.S. 1 NR  GOULDS, FL	169502	00060	2022-10-03 18:15:00	EDT	355		2022-10-03 18:28:54
USGS	0229070854	BLACK CREEK CANAL EAST OF US1 NR GOULDS, FL	272899	00060	2022-10-03 18:15:00	EDT	386		2022-10-03 18:30:04
USGS	022907647	LEVEE 31 NORTH EXTENSION 1 MILE NR WEST MIAMI FL	169503	00060	2022-10-03 18:00:00	EDT	-185		2022-10-03 18:10:02
USGS	02290765	LEVEE 31 NORTH EXTENSION AT 3 MILE NR WEST MIAMI F	31303	00060	2022-10-03 18:00:00	EDT	-23.6		2022-10-03 18:10:02
USGS	02290766	LEVEE 31 NORTH EXTENSION AT 4 MILE NR WEST MIAMI F	31308	00060	2022-10-03 18:00:00	EDT	-22.7		2022-10-03 18:10:03
USGS	02290767	LEVEE 31 NORTH EXTENSION AT 5 MILE NR WEST MIAMI F	169506	00060	2022-10-03 18:00:00	EDT	97.6		2022-10-03 18:10:02
USGS	02290768	LEVEE 31 NORTH EXTENSION AT 7 MILE NR WEST MIAMI F	31322	00060	2022-10-03 18:00:00	EDT	206		2022-10-03 18:10:03
USGS	02290769	CANAL 111 AT S-18-C NEAR FLORIDA CITY, FL	31327	00060	2022-10-03 18:00:00	EDT	Eqp		2022-10-03 18:08:56
USGS	022908205	NORTH RIVER UPSTREAM OF CUTOFF NEAR FLAMINGO, FL	169509	00060	2022-10-03 18:00:00	EDT	710		2022-10-03 18:06:54
USGS	022908295	BOTTLE CREEK AT ROOKERY BRANCH NEAR HOMESTEAD, FL	31357	00060	2022-10-03 18:30:00	EDT	27.6		2022-10-03 18:34:55
USGS	02290878	BROAD RIVER NEAR THE CUTOFF, FL	170211	00060	2022-10-03 17:30:00	EDT	3910		2022-10-03 17:41:43
USGS	02290888	CHATHAM RIVER NEAR THE WATSON PLACE, FL	170221	00060	2022-10-03 17:30:00	EDT	5480		2022-10-03 17:41:43
USGS	02290918	LOSTMANS RIVER BELOW SECOND BAY, FL	170226	00060	2022-10-03 17:30:00	EDT	14700		2022-10-03 17:41:43
USGS	02291001	BARRON RIVER BELOW SR29-3 AT COPELAND, FL	172112	00060	2022-10-03 18:00:00	EDT	153		2022-10-03 18:24:57
USGS	02291500	IMPERIAL RIVER NEAR BONITA SPRINGS, FL	31462	00060	2022-10-03 17:45:00	EDT	819		2022-10-03 17:56:54
USGS	02291524	SPRING CREEK HEADWATER NEAR BONITA SPRINGS, FL	31466	00060	2022-10-03 18:15:00	EDT	38.8		2022-10-03 18:18:56
USGS	02291580	NORTH BRANCH ESTERO RIVER AT ESTERO, FL	31469	00060	2022-10-03 17:45:00	EDT	201		2022-10-03 17:49:54
USGS	02291597	SOUTH BRANCH ESTERO RIVER AT ESTERO, FL	31472	00060	2022-10-03 17:45:00	EDT	101		2022-10-03 18:30:54
USGS	02291673	TENMILE CANAL AT CONTROL NEAR ESTERO, FL	31478	00060	2022-10-03 17:45:00	EDT	925		2022-10-03 17:50:43
USGS	02291710	BRIARCLIFF DITCH AT MOUTH NEAR ESTERO,FL	172731	00060	2022-10-03 17:30:00	EDT	53.5		2022-10-03 17:51:04
USGS	02292010	CALOOSAHATCHEE CANAL DWS OF S-77 AT MOORE HAVEN FL	31496	00060	2022-10-03 17:30:00	EDT	609		2022-10-03 17:50:43
USGS	02292490	GOODNO CANAL BELOW S-78 NEAR LABELLE FL	240455	00060	2022-10-03 18:00:00	EDT	113		2022-10-03 18:09:14
USGS	02292740	JACKS BRANCH AT CR 78 NR FT DENAUD FL	240451	00060	2022-10-03 17:30:00	EDT	428		2022-10-03 17:56:03
USGS	02292780	TOWNSEND CANAL NEAR ALVA,FL	240393	00060	2022-10-03 18:00:00	EDT	162		2022-10-03 18:11:02
USGS	02292900	CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA	171010	00060	2022-10-03 17:45:00	EDT	9460		2022-10-03 18:11:54
USGS	022929176	TELEGRAPH CREEK AT STATE HIGHWAY AT OLGA, FL	239514	00060	2022-10-03 17:30:00	EDT	516		2022-10-03 17:40:03
USGS	02293055	ORANGE RIVER NEAR BUCKINGHAM, FL	239415	00060	2022-10-03 17:30:00	EDT	Eqp		2022-10-03 17:39:56
USGS	02293090	Popash Creek at Leetana Rd. nr North Fort Myers,FL	238768	00060	2022-10-03 18:15:00	EDT	86.4		2022-10-03 18:33:44
USGS	02293230	WHISKEY CREEK AT FT. MYERS, FL	31518	00060	2022-10-03 18:15:00	EDT	0.00		2022-10-03 18:19:04
USGS	02293262	GATOR SLOUGH WEST OF US-41 NEAR FT. MYERS FL	31551	00060	2022-10-03 17:45:00	EDT	112		2022-10-03 17:49:54
USGS	02293987	PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL	31590	00060	2022-10-03 18:00:00	EDT	1540		2022-10-03 18:12:03
USGS	02294161	PEACE CREEK NEAR BARTOW FL	31592	00060	2022-10-03 17:45:00	EDT	2330		2022-10-03 17:55:54
USGS	02294217	SADDLE CREEK AT ST.HWY 542 NEAR LAKELAND FL	31595	00060	2022-10-03 18:00:00	EDT	251		2022-10-03 18:12:03
